Accident_Index,Casualty_Reference,Date,Casualty_Severity,Casualty_Type_Category,Location_Easting_OSGR,Location_Northing_OSGR
2017140241038,1,2017-11-01,Slight,Motorcycle,434944,381798
2017140241143,1,2017-11-03,Slight,Car,438896,389954
2017140241143,2,2017-11-03,Serious,Car,438896,389954
2017140241387,1,2017-11-01,Slight,Car,437368,389578
2017140241411,1,2017-11-02,Serious,Pedal Cycle,435293,385439
2017140241413,1,2017-10-27,Slight,Pedestrian,441331,386066
2017140241465,1,2017-11-03,Serious,Motorcycle,436923,382111
2017140241800,1,2017-11-04,Slight,Motorcycle,434271,392333
2017140241886,1,2017-11-05,Slight,Pedestrian,433810,389664
2017140242068,1,2017-11-06,Serious,Pedestrian,435516,389666
2017140242096,1,2017-11-04,Serious,Pedestrian,434009,380495
2017140242098,1,2017-11-06,Serious,Car,430973,390050
2017140242098,2,2017-11-06,Serious,Car,430973,390050
2017140242098,3,2017-11-06,Serious,Car,430973,390050
2017140242100,1,2017-11-06,Slight,Car,440035,391221
2017140242102,1,2017-11-11,Serious,Pedestrian,439293,390318
2017140242288,1,2017-11-06,Serious,Pedestrian,442483,382897
2017140242342,1,2017-10-28,Fatal,Pedestrian,430523,384007
2017140242352,1,2017-11-06,Serious,Car,439254,387909
2017140242352,3,2017-11-06,Slight,Pedestrian,439254,387909
2017140242352,2,2017-11-06,Serious,Car,439254,387909
2017140242798,1,2017-11-06,Slight,Car,432547,389431
2017140242918,1,2017-11-07,Slight,Pedal Cycle,433780,385987
2017140242964,1,2017-11-07,Serious,Pedestrian,434419,387138
2017140242967,1,2017-11-07,Slight,Pedestrian,435683,386501
2017140243207,1,2017-11-14,Fatal,Motorcycle,436586,385184
2017140243271,1,2017-10-30,Slight,Car,436961,391111
2017140243848,1,2017-11-08,Slight,Pedal Cycle,436508,388600
2017140243889,1,2017-11-08,Slight,Car,435665,392012
2017140243889,2,2017-11-08,Slight,Car,435665,392012
2017140244163,1,2017-11-12,Slight,Pedal Cycle,433687,393505
2017140244164,1,2017-11-11,Serious,Bus or Coach,435609,396240
2017140244175,2,2017-11-12,Slight,Car,441912,386151
2017140244175,1,2017-11-12,Slight,Car,441912,386151
2017140244175,3,2017-11-12,Slight,Car,441912,386151
2017140244211,1,2017-11-15,Slight,Car,434148,392557
2017140244262,1,2017-11-13,Slight,Car,436432,386475
2017140244300,1,2017-11-11,Slight,Car,435344,389098
2017140244300,2,2017-11-11,Slight,Car,435344,389098
2017140244522,1,2017-11-10,Slight,Bus or Coach,437404,388415
2017140244553,1,2017-11-10,Slight,Car,431278,385754
2017140244559,1,2017-11-14,Slight,Car,434204,393331
2017140244564,1,2017-11-10,Serious,Car,438849,383028
2017140244574,1,2017-11-14,Slight,Car,438625,388185
2017140244574,3,2017-11-14,Slight,Car,438625,388185
2017140244574,2,2017-11-14,Slight,Car,438625,388185
2017140244658,1,2017-11-20,Slight,Car,433088,390614
2017140244740,1,2017-11-15,Slight,Car,436837,386322
2017140244748,1,2017-11-14,Serious,Pedestrian,434913,386376
2017140245102,1,2017-11-14,Serious,Pedestrian,437744,382909
2017140245552,1,2017-10-20,Slight,Pedestrian,435725,386910
2017140245554,1,2017-11-14,Slight,Bus or Coach,439278,385791
2017140245582,1,2017-11-14,Serious,Pedestrian,439312,387937
2017140245610,1,2017-11-15,Slight,Pedestrian,433237,389598
2017140245623,2,2017-11-15,Slight,Car,439668,389953
2017140245745,1,2017-12-02,Serious,Pedestrian,435969,388103
2017140245817,1,2017-11-23,Slight,Pedestrian,433904,386055
2017140245844,1,2017-11-17,Slight,Pedestrian,433002,386787
2017140245893,1,2017-11-17,Serious,Pedestrian,427955,390111
2017140246008,1,2017-11-17,Slight,Pedal Cycle,434420,387132
2017140246280,1,2017-11-15,Slight,Pedal Cycle,433238,385745
2017140246291,1,2017-11-18,Slight,Pedestrian,433100,388765
2017140246309,1,2017-11-18,Slight,Car,435384,385543
2017140246343,1,2017-11-18,Serious,Car,433632,398875
2017140246368,1,2017-11-18,Serious,Motorcycle,439057,386742
2017140246408,1,2017-11-21,Serious,Pedestrian,434640,386387
2017140246456,1,2017-11-23,Slight,Car,435040,385639
2017140246456,2,2017-11-23,Serious,Car,435040,385639
2017140246564,1,2017-11-18,Slight,Bus or Coach,435255,386686
2017140246836,1,2017-11-13,Slight,Motorcycle,433512,392031
2017140246886,1,2017-12-07,Slight,Pedestrian,440211,391409
2017140246926,1,2017-11-22,Serious,Motorcycle,435566,392397
2017140246963,1,2017-11-20,Slight,Car,434434,387381
2017140246979,1,2017-11-19,Slight,Car,435483,391331
2017140246979,2,2017-11-19,Slight,Car,435483,391331
2017140247027,1,2017-11-20,Serious,Pedestrian,434273,392383
2017140247031,1,2017-11-21,Slight,Pedestrian,435689,386925
2017140247035,1,2017-12-03,Slight,Car,436443,388108
2017140247045,1,2017-11-19,Slight,Pedestrian,439883,384195
2017140247218,1,2017-09-11,Slight,Pedestrian,436357,381901
2017140247853,3,2017-11-12,Slight,Car,430150,379550
2017140247853,1,2017-11-12,Slight,Light goods vehicles,430150,379550
2017140247853,2,2017-11-12,Slight,Light goods vehicles,430150,379550
2017140247923,1,2017-11-20,Slight,Car,439588,386481
2017140247926,1,2017-11-20,Slight,Pedestrian,437719,390203
2017140247937,1,2017-11-22,Serious,Pedestrian,434945,388669
2017140248104,1,2017-11-23,Slight,Pedestrian,434335,384331
2017140248110,1,2017-11-21,Slight,Bus or Coach,434068,387192
2017140248174,1,2017-11-22,Slight,Pedal Cycle,434408,387162
2017140248202,1,2017-11-22,Slight,Car,434277,388160
2017140248202,2,2017-11-22,Slight,Car,434277,388160
2017140248285,1,2017-11-22,Slight,Pedestrian,434734,387288
2017140248295,3,2017-11-21,Slight,Car,434957,385835
2017140248295,1,2017-11-21,Serious,Pedestrian,434957,385835
2017140248295,2,2017-11-21,Serious,Car,434957,385835
2017140248296,1,2017-11-23,Slight,Car,434180,386219
2017140248335,1,2017-11-24,Slight,Pedal Cycle,436809,388026
2017140248341,2,2017-11-23,Slight,Pedestrian,433611,383362
2017140248343,1,2017-11-22,Slight,Motorcycle,432994,387219
2017140248361,1,2017-11-25,Slight,Pedestrian,433820,391987
2017140248364,1,2017-11-22,Slight,Car,432956,386664
2017140248550,1,2017-11-16,Serious,Motorcycle,438876,389471
2017140248582,1,2017-11-24,Slight,Light goods vehicles,431745,387205
2017140248606,1,2017-11-25,Slight,Car,440167,390447
2017140248611,1,2017-11-24,Slight,Car,437218,394373
2017140248611,2,2017-11-24,Slight,Car,437218,394373
2017140248611,3,2017-11-24,Slight,Car,437218,394373
2017140248649,1,2017-11-22,Slight,Pedestrian,443157,381954
2017140248775,1,2017-11-23,Slight,Bus or Coach,435287,387317
2017140248792,1,2017-11-24,Slight,Car,437076,392080
2017140248896,1,2017-11-26,Slight,Motorcycle,439110,384930
2017140249122,1,2017-11-24,Serious,Pedal Cycle,434610,388055
2017140249137,1,2017-11-24,Serious,Motorcycle,434704,387409
2017140249206,1,2017-11-26,Slight,Car,434434,387354
2017140249206,2,2017-11-26,Slight,Car,434434,387354
2017140249309,1,2017-11-24,Slight,Pedestrian,429916,394370
2017140249488,1,2017-11-15,Slight,Pedal Cycle,435859,381687
2017140249557,1,2017-11-24,Slight,Car,435538,389148
2017140249557,2,2017-11-24,Slight,Car,435538,389148
2017140249557,3,2017-11-24,Slight,Car,435538,389148
2017140249557,4,2017-11-24,Slight,Car,435538,389148
2017140249630,1,2017-11-24,Serious,Car,429195,383214
2017140249652,1,2017-11-24,Slight,Car,438192,383217
2017140249667,1,2017-11-27,Serious,Car,426638,380231
2017140249673,1,2017-11-27,Slight,Car,439071,391462
2017140249674,1,2017-11-27,Slight,Car,438474,390666
2017140250149,1,2017-11-28,Slight,Pedal Cycle,431447,385762
2017140250396,1,2017-11-27,Slight,Motorcycle,433798,385993
2017140250449,1,2017-11-30,Slight,Pedestrian,439407,384795
2017140250569,1,2017-11-28,Slight,Car,436224,388480
2017140250637,1,2017-11-29,Serious,Car,438906,385630
2017140250807,1,2017-12-16,Serious,Pedestrian,434322,387418
2017140250850,1,2017-11-29,Serious,Pedestrian,432058,386245
2017140250943,1,2017-11-28,Slight,Car,432275,388564
2017140250943,2,2017-11-28,Slight,Car,432275,388564
2017140250994,1,2017-11-30,Slight,Motorcycle,435401,388387
2017140251063,1,2017-11-30,Serious,Pedal Cycle,431833,380655
2017140251309,1,2017-11-28,Slight,Pedestrian,432599,380182
2017140251350,1,2017-11-28,Slight,Bus or Coach,435891,381659
2017140251363,1,2017-12-01,Serious,Motorcycle,434248,392028
2017140251363,2,2017-12-01,Slight,Car,434248,392028
2017140251413,1,2017-12-01,Slight,Car,437730,386541
2017140251413,2,2017-12-01,Slight,Car,437730,386541
2017140251413,4,2017-12-01,Slight,Car,437730,386541
2017140251413,3,2017-12-01,Serious,Car,437730,386541
2017140251505,1,2017-12-03,Slight,Car,434236,383610
2017140251725,1,2017-04-07,Serious,Motorcycle,434533,390772
2017140251772,1,2017-12-03,Slight,Car,434387,387395
2017140252190,1,2017-12-23,Slight,Car,443469,381387
2017140252552,1,2017-12-04,Slight,Car,439410,390761
2017140252552,2,2017-12-04,Slight,Car,439410,390761
2017140252739,1,2017-12-03,Slight,Motorcycle,432630,390278
2017140252799,1,2017-12-04,Slight,Bus or Coach,441794,386248
2017140253264,1,2017-11-10,Slight,Motorcycle,435522,388481
2017140253332,1,2017-12-04,Slight,Pedal Cycle,434684,388235
2017140253345,1,2017-12-04,Fatal,Pedestrian,432674,384628
2017140253374,1,2017-12-01,Serious,Bus or Coach,444531,381377
2017140253477,1,2017-12-04,Slight,Car,432571,386752
2017140253571,2,2017-12-04,Slight,"Heavy goods vehicles ",429075,397440
2017140253571,1,2017-12-04,Slight,Car,429075,397440
2017140253620,1,2017-12-23,Slight,Pedestrian,435043,387346
2017140253680,1,2017-12-06,Slight,Car,434522,386061
2017140253718,1,2017-12-05,Serious,Motorcycle,433704,390729
2017140253788,1,2017-12-06,Slight,Pedal Cycle,435161,386325
2017140253831,1,2017-12-06,Slight,Pedal Cycle,434981,384689
2017140253845,1,2017-12-08,Slight,Bus or Coach,432896,387988
2017140254024,1,2017-12-06,Serious,Pedal Cycle,434170,388165
2017140254056,1,2017-12-06,Slight,Car,438558,390777
2017140254074,1,2017-12-06,Serious,Motorcycle,434416,390895
2017140254084,1,2017-12-07,Slight,Car,439389,389180
2017140254084,2,2017-12-07,Slight,Car,439389,389180
2017140254113,1,2017-12-26,Slight,Car,434207,380985
2017140254113,2,2017-12-26,Slight,Car,434207,380985
2017140254113,3,2017-12-26,Serious,Car,434207,380985
2017140254113,4,2017-12-26,Serious,Car,434207,380985
2017140254185,1,2017-12-15,Serious,Pedestrian,432737,389880
2017140254205,1,2017-12-07,Slight,Car,431837,387207
2017140254225,1,2017-12-07,Slight,Pedestrian,428796,397979
2017140254262,1,2017-12-07,Slight,Pedal Cycle,432350,385858
2017140254518,1,2017-12-09,Slight,Car,438490,384871
2017140254628,1,2017-12-10,Slight,Car,438524,386915
2017140254693,1,2017-12-10,Slight,Pedestrian,433934,389186
2017140255670,1,2017-12-13,Slight,Pedal Cycle,435926,390357
2017140255901,1,2017-12-16,Serious,Car,441459,381974
2017140256214,1,2017-12-13,Serious,Pedestrian,435293,386748
2017140256326,1,2017-12-15,Slight,Car,426446,387465
2017140256326,2,2017-12-15,Slight,Car,426446,387465
2017140256430,1,2017-12-15,Serious,Pedestrian,433861,386025
2017140256452,1,2017-12-15,Slight,Car,440260,387014
2017140256452,2,2017-12-15,Slight,Car,440260,387014
2017140256492,1,2017-12-15,Slight,Pedestrian,438682,386455
2017140256642,1,2017-11-01,Slight,Pedal Cycle,434584,384721
2017140256655,1,2017-12-16,Slight,Car,436063,387890
2017140256661,1,2017-12-18,Slight,Motorcycle,435788,380464
2017140256681,1,2017-12-18,Serious,Pedestrian,430990,393005
2017140256698,1,2017-12-16,Slight,Pedestrian,438975,388395
2017140256740,1,2017-12-17,Slight,Car,435963,389711
2017140256740,2,2017-12-17,Serious,Car,435963,389711
2017140256746,1,2017-12-18,Serious,Pedestrian,439316,387598
2017140256760,1,2017-12-16,Serious,Car,435220,386056
2017140256760,2,2017-12-16,Slight,Car,435220,386056
2017140256838,1,2017-12-17,Slight,Light goods vehicles,436216,395571
2017140256838,2,2017-12-17,Serious,Light goods vehicles,436216,395571
2017140256849,1,2017-11-16,Serious,Pedal Cycle,436824,386442
2017140256886,1,2017-12-17,Slight,Car,436502,390188
2017140256886,2,2017-12-17,Slight,Car,436502,390188
2017140256937,1,2017-12-20,Slight,Pedestrian,440065,382788
2017140256939,1,2017-12-17,Slight,Pedal Cycle,434067,387054
2017140256967,1,2017-12-20,Serious,Pedestrian,433267,391138
2017140256992,1,2017-12-20,Slight,Car,436596,392920
2017140256992,2,2017-12-20,Slight,Car,436596,392920
2017140257018,1,2017-12-20,Slight,Motorcycle,434507,391395
2017140257342,1,2017-12-18,Serious,Pedestrian,435425,386727
2017140257360,1,2017-12-23,Serious,Car,433462,395781
2017140257519,2,2017-12-21,Serious,Car,441565,386498
2017140257519,1,2017-12-21,Slight,"Heavy goods vehicles ",441565,386498
2017140257539,1,2017-12-21,Slight,Pedestrian,435206,387280
2017140257574,1,2017-12-21,Slight,Pedestrian,440217,385802
2017140257974,1,2017-12-24,Serious,Car,436491,386831
2017140257974,2,2017-12-24,Serious,Car,436491,386831
2017140257990,1,2017-12-22,Slight,Car,435041,386977
2017140257990,2,2017-12-22,Slight,Car,435041,386977
2017140258032,1,2017-12-24,Serious,Motorcycle,434054,390954
2017140258058,1,2017-12-24,Serious,Car,437335,384557
2017140258149,1,2017-12-23,Slight,Car,434476,383724
2017140258274,1,2017-12-22,Slight,Pedestrian,435486,391390
2017140258420,1,2017-12-25,Slight,Car,435287,385704
2017140258429,1,2017-12-22,Slight,Bus or Coach,436110,393983
2017140258578,1,2017-12-25,Fatal,Car,440907,384306
2017140258578,2,2017-12-25,Fatal,Car,440907,384306
2017140258578,3,2017-12-25,Serious,Car,440907,384306
2017140258635,1,2017-12-28,Serious,Bus or Coach,443068,382371
2017140258671,2,2017-12-26,Serious,Car,434718,386478
2017140258671,1,2017-12-26,Serious,Car,434718,386478
2017140258884,1,2017-12-26,Slight,Car,439262,384474
2017140259002,1,2017-12-26,Slight,Car,441415,383123
2017140259121,1,2017-12-29,Slight,Car,431833,388126
2017140259121,2,2017-12-29,Slight,Car,431833,388126
2017140259145,1,2017-12-29,Slight,Car,435765,384475
2017140259425,1,2017-12-30,Slight,Pedal Cycle,435847,386515
2017140259431,1,2017-12-31,Slight,Car,437502,388442
2017140259431,2,2017-12-31,Slight,Car,437502,388442
2017140259464,1,2017-12-29,Slight,Pedestrian,435659,384108
2017140259482,1,2017-12-30,Slight,Bus or Coach,436720,387570
2017140260665,1,2017-12-23,Slight,Car,435701,386822
2017140260665,2,2017-12-23,Slight,Car,435701,386822
2017140262025,1,2017-09-24,Slight,Car,436687,388052
2017140262550,1,2017-08-28,Slight,Car,435778,386242
2017140262550,2,2017-08-28,Slight,Car,435778,386242
2017140262625,1,2017-11-24,Slight,Pedal Cycle,435432,391744
2017140263228,1,2017-12-18,Slight,Bus or Coach,435150,386432
2017140264752,1,2017-12-28,Slight,Pedestrian,438552,390783
2017140266341,1,2017-12-04,Serious,Car,435551,387048
2017140275521,1,2017-10-09,Slight,Car,435769,388113
2017140281543,1,2017-06-04,Slight,Car,424566,394022
2017140303358,1,2017-06-25,Serious,Pedestrian,436795,390452
2018140254505,2,2018-01-05,Slight,Car,434066,383370
2018140254505,1,2018-01-05,Slight,Car,434066,383370
2018140257369,1,2018-01-07,Slight,Car,438936,392077
2018140259474,1,2018-01-01,Serious,Car,429713,395860
2018140259684,1,2018-01-01,Slight,Car,429495,388650
2018140260011,1,2018-01-19,Serious,"Heavy goods vehicles ",437810,386482
2018140260423,1,2018-01-05,Serious,Pedestrian,435802,387000
2018140260462,1,2018-01-08,Slight,Car,434738,384956
2018140260512,1,2018-01-08,Slight,Car,439363,388178
2018140260613,1,2018-01-02,Slight,Bus or Coach,434652,384299
2018140260692,1,2018-01-02,Slight,Car,439391,388008
2018140260730,1,2018-01-03,Slight,Pedestrian,435068,386500
2018140260776,1,2018-01-02,Slight,Motorcycle,435538,389224
2018140260923,1,2018-01-19,Slight,Car,442484,382907
2018140260923,2,2018-01-19,Serious,Car,442484,382907
2018140260931,1,2018-01-04,Slight,Pedestrian,435733,387495
2018140260931,2,2018-01-04,Slight,Pedestrian,435733,387495
2018140260955,1,2018-01-04,Serious,Car,431939,391841
2018140260965,1,2018-01-04,Slight,Pedestrian,433310,389607
2018140261022,1,2018-01-07,Serious,Pedal Cycle,435766,394444
2018140261195,1,2018-01-05,Slight,Car,438053,386618
2018140261249,1,2018-01-06,Slight,Car,437003,394904
2018140261331,1,2018-01-11,Serious,Car,438684,383072
2018140261351,1,2018-01-12,Slight,Car,442533,385304
2018140261351,2,2018-01-12,Slight,Bus or Coach,442533,385304
2018140261351,3,2018-01-12,Slight,Bus or Coach,442533,385304
2018140261351,4,2018-01-12,Slight,Bus or Coach,442533,385304
2018140261351,5,2018-01-12,Slight,Bus or Coach,442533,385304
2018140261351,6,2018-01-12,Slight,Bus or Coach,442533,385304
2018140261351,7,2018-01-12,Slight,Bus or Coach,442533,385304
2018140261351,8,2018-01-12,Slight,Bus or Coach,442533,385304
2018140261765,1,2018-01-08,Slight,Car,435231,388965
2018140261765,2,2018-01-08,Serious,Car,435231,388965
2018140261780,1,2018-01-08,Serious,Motorcycle,435080,388785
2018140261782,1,2018-01-06,Slight,Pedestrian,441470,383568
2018140261822,1,2018-01-06,Slight,Pedestrian,435209,390666
2018140261850,1,2018-01-09,Slight,Car,436712,382841
2018140262511,1,2018-01-08,Slight,Pedestrian,432330,391321
2018140262527,1,2018-01-10,Slight,Pedestrian,440005,391195
2018140262593,1,2018-01-10,Serious,Car,434754,386456
2018140262710,1,2018-01-10,Slight,Car,439063,390122
2018140262710,2,2018-01-10,Slight,Car,439063,390122
2018140262742,1,2018-01-12,Slight,Motorcycle,437204,392841
2018140262887,1,2018-01-12,Serious,Pedal Cycle,429360,387388
2018140262896,1,2018-01-13,Slight,Pedestrian,435700,386859
2018140262902,1,2018-01-10,Slight,Pedestrian,433342,389490
2018140262995,1,2018-01-11,Serious,Pedestrian,434553,387361
2018140263034,1,2018-01-11,Slight,Car,434583,381658
2018140263034,2,2018-01-11,Slight,Car,434583,381658
2018140263034,3,2018-01-11,Serious,Car,434583,381658
2018140263343,1,2018-01-12,Fatal,Car,439262,391797
2018140263343,2,2018-01-12,Fatal,Car,439262,391797
2018140263343,3,2018-01-12,Slight,Car,439262,391797
2018140263343,4,2018-01-12,Serious,Car,439262,391797
2018140263366,1,2018-01-12,Slight,Bus or Coach,435286,387317
2018140263491,1,2018-01-13,Serious,Car,436079,380972
2018140263538,1,2018-01-14,Slight,Car,437550,385621
2018140263542,1,2018-01-14,Slight,Pedestrian,436183,388618
2018140263548,1,2018-01-14,Slight,Car,426635,380231
2018140263548,2,2018-01-14,Serious,Car,426635,380231
2018140263555,1,2018-01-14,Slight,Car,437959,385202
2018140263697,1,2018-01-15,Slight,Car,434430,387355
2018140263697,2,2018-01-15,Slight,Car,434430,387355
2018140263736,1,2018-01-14,Slight,Car,434388,387399
2018140263796,1,2018-01-16,Slight,Car,435773,385082
2018140263810,1,2018-01-15,Serious,Car,437495,388899
2018140263933,1,2018-01-16,Slight,Car,435382,385546
2018140263933,2,2018-01-16,Slight,Car,435382,385546
2018140263960,1,2018-01-15,Slight,Car,439599,385145
2018140264027,1,2018-01-16,Slight,Car,437169,392008
2018140264329,1,2018-01-16,Slight,Motorcycle,439278,386568
2018140264420,1,2018-01-17,Serious,Pedal Cycle,439321,388555
2018140264438,1,2018-01-18,Slight,Car,436227,395408
2018140264957,1,2018-01-19,Serious,Pedestrian,440278,386326
2018140264992,1,2018-01-19,Slight,Pedestrian,434518,383883
2018140265045,1,2018-01-19,Slight,Car,436660,391100
2018140265045,2,2018-01-19,Slight,Car,436660,391100
2018140265052,1,2018-01-19,Serious,Car,434447,390707
2018140265064,1,2018-01-19,Serious,Pedestrian,438765,384879
2018140265096,1,2018-02-03,Slight,Pedal Cycle,432724,389748
2018140265099,1,2018-01-19,Serious,Pedestrian,433673,382185
2018140265316,1,2018-01-19,Slight,Car,439218,385419
2018140265318,1,2018-01-20,Slight,Car,435774,385081
2018140265460,1,2018-01-20,Slight,Car,435995,380543
2018140265460,2,2018-01-20,Slight,Car,435995,380543
2018140265518,1,2018-01-20,Slight,Car,437183,390214
2018140265570,1,2018-01-19,Slight,Car,437175,386914
2018140265845,2,2018-01-22,Slight,Car,433823,391976
2018140265845,1,2018-01-22,Serious,Car,433823,391976
2018140265845,3,2018-01-22,Slight,Car,433823,391976
2018140265865,1,2018-01-23,Slight,Bus or Coach,436449,390106
2018140265865,2,2018-01-23,Slight,Bus or Coach,436449,390106
2018140265965,1,2018-01-21,Slight,Car,439520,390688
2018140266030,1,2018-01-24,Slight,Pedal Cycle,434768,386251
2018140266038,1,2018-01-23,Slight,Car,431293,379994
2018140266057,1,2018-01-24,Serious,Car,437302,393426
2018140266137,1,2018-01-23,Slight,Pedestrian,435542,389215
2018140266412,1,2018-01-25,Slight,Pedestrian,433927,387024
2018140266429,1,2018-02-02,Slight,Car,430008,387107
2018140266429,2,2018-02-02,Serious,Car,430008,387107
2018140266460,1,2018-01-24,Slight,Motorcycle,434155,387502
2018140266477,1,2018-01-24,Serious,Bus or Coach,436116,388154
2018140266477,2,2018-01-24,Slight,Bus or Coach,436116,388154
2018140266477,3,2018-01-24,Serious,Bus or Coach,436116,388154
2018140266492,1,2018-01-24,Slight,Car,431720,390207
2018140267107,1,2018-01-25,Slight,Pedestrian,433158,387618
2018140267182,1,2018-01-25,Serious,Pedal Cycle,434267,387170
2018140267439,1,2018-01-26,Slight,Pedal Cycle,433814,386005
2018140267508,1,2018-01-26,Fatal,Pedestrian,436649,382583
2018140267547,1,2018-01-26,Serious,Pedestrian,437637,389337
2018140267606,1,2018-01-26,Serious,Motorcycle,434784,385762
2018140267753,1,2018-01-27,Slight,Car,436335,387066
2018140267935,1,2018-01-27,Slight,Car,435705,386620
2018140267972,1,2018-01-27,Slight,Pedestrian,433407,389773
2018140268008,1,2018-01-26,Slight,Car,434270,392371
2018140268192,1,2018-01-28,Slight,Car,435189,380761
2018140268192,2,2018-01-28,Slight,Car,435189,380761
2018140268363,1,2018-01-29,Slight,Pedestrian,436095,388396
2018140268429,1,2018-01-26,Serious,Car,436090,388385
2018140268528,1,2018-01-30,Serious,Motorcycle,435139,386368
2018140268551,1,2018-01-31,Slight,Car,435039,385496
2018140268563,1,2018-01-31,Slight,Car,439330,388451
2018140268563,2,2018-01-31,Slight,Car,439330,388451
2018140268563,3,2018-01-31,Serious,Car,439330,388451
2018140268563,4,2018-01-31,Slight,Car,439330,388451
2018140268818,1,2018-01-31,Slight,Light goods vehicles,434433,384787
2018140268818,2,2018-01-31,Slight,Light goods vehicles,434433,384787
2018140269532,1,2018-01-30,Slight,Pedestrian,434937,385340
2018140269562,1,2018-01-30,Slight,Bus or Coach,436766,391417
2018140269577,1,2018-01-31,Slight,Car,438587,389671
2018140269624,1,2018-02-01,Slight,Car,441003,389717
2018140269781,1,2018-02-02,Slight,Car,433126,394058
2018140269828,1,2018-02-02,Slight,Car,437405,393510
2018140269828,2,2018-02-02,Serious,Car,437405,393510
2018140269828,3,2018-02-02,Slight,Car,437405,393510
2018140269854,1,2018-02-02,Slight,Pedestrian,434870,396802
2018140269952,1,2018-02-02,Slight,Car,435132,391036
2018140269952,2,2018-02-02,Serious,Car,435132,391036
2018140269952,3,2018-02-02,Serious,Car,435132,391036
2018140270000,1,2018-02-02,Slight,Motorcycle,434829,382865
2018140270038,2,2018-02-03,Slight,Car,438282,386305
2018140270408,1,2018-02-09,Serious,Pedal Cycle,434378,386618
2018140270648,1,2018-02-05,Slight,Pedestrian,436331,391839
2018140270792,1,2018-02-04,Slight,Pedestrian,435305,394132
2018140271116,1,2018-02-05,Slight,Car,434252,386260
2018140271116,2,2018-02-05,Slight,Car,434252,386260
2018140271116,3,2018-02-05,Slight,Car,434252,386260
2018140271768,1,2018-02-06,Slight,Bus or Coach,435610,387304
2018140271768,2,2018-02-06,Slight,Car,435610,387304
2018140271782,1,2018-02-06,Slight,Pedestrian,440605,384877
2018140271801,1,2018-02-06,Serious,Car,435976,388125
2018140271854,1,2018-02-07,Slight,Motorcycle,440722,384487
2018140271874,1,2018-01-24,Slight,Pedestrian,440535,383926
2018140271941,1,2018-02-07,Slight,Pedestrian,433162,389745
2018140271968,1,2018-02-08,Slight,Car,431797,380589
2018140272009,1,2018-02-06,Slight,Car,439477,385049
2018140272246,1,2018-02-08,Slight,Motorcycle,434741,381533
2018140272246,2,2018-02-08,Slight,Pedal Cycle,434741,381533
2018140272319,1,2018-02-27,Fatal,Pedestrian,434247,387320
2018140272513,1,2018-02-06,Slight,Bus or Coach,436031,394099
2018140272810,1,2018-02-07,Slight,Bus or Coach,433395,388956
2018140273302,1,2018-02-09,Slight,Pedal Cycle,433926,388210
2018140273599,1,2018-02-09,Serious,Pedestrian,437292,392907
2018140273620,1,2018-02-09,Serious,Car,435317,387768
2018140273749,1,2018-02-08,Slight,Car,431885,383470
2018140273749,2,2018-02-08,Slight,Car,431885,383470
2018140273749,3,2018-02-08,Serious,Car,431885,383470
2018140273830,1,2018-02-10,Serious,Car,437409,388415
2018140273856,1,2018-02-11,Slight,Pedestrian,434859,387079
2018140273856,2,2018-02-11,Slight,Pedestrian,434859,387079
2018140274266,1,2018-02-14,Slight,Car,436535,387726
2018140274321,1,2018-02-11,Slight,Car,422279,390626
2018140274321,2,2018-02-11,Serious,Car,422279,390626
2018140274350,1,2018-02-11,Slight,Car,433506,385434
2018140274422,1,2018-02-12,Slight,Car,433872,388119
2018140274446,1,2018-02-12,Slight,Car,436318,391839
2018140274446,2,2018-02-12,Slight,Car,436318,391839
2018140274580,1,2018-02-13,Slight,Car,434169,383930
2018140274625,1,2018-02-13,Serious,Pedestrian,436634,384853
2018140274631,1,2018-02-13,Serious,Pedestrian,434923,387370
2018140275296,1,2018-03-08,Slight,Car,434498,390726
2018140275351,1,2018-02-13,Slight,Car,434522,386102
2018140275542,1,2018-02-13,Slight,Pedestrian,434526,386059
2018140275554,1,2018-02-17,Serious,Pedestrian,434668,385745
2018140275576,1,2018-02-15,Slight,Pedestrian,435825,389610
2018140275640,1,2018-02-15,Slight,Pedestrian,434042,388698
2018140275640,2,2018-02-15,Slight,Pedestrian,434042,388698
2018140275640,3,2018-02-15,Slight,Pedestrian,434042,388698
2018140275656,1,2018-02-14,Slight,Car,437238,391922
2018140275686,1,2018-02-14,Serious,Light goods vehicles,438743,390697
2018140275686,2,2018-02-14,Serious,Car,438743,390697
2018140275686,3,2018-02-14,Slight,Car,438743,390697
2018140275720,1,2018-02-16,Slight,Motorcycle,435249,385905
2018140275763,1,2018-02-16,Slight,Car,437960,391556
2018140275763,2,2018-02-16,Slight,Car,437960,391556
2018140275814,1,2018-02-15,Slight,Car,436785,395598
2018140275818,1,2018-02-17,Slight,Car,434133,383889
2018140275818,2,2018-02-17,Slight,Car,434133,383889
2018140275818,3,2018-02-17,Slight,Car,434133,383889
2018140275818,4,2018-02-17,Slight,Car,434133,383889
2018140275818,5,2018-02-17,Slight,Car,434133,383889
2018140275818,6,2018-02-17,Slight,Car,434133,383889
2018140275818,7,2018-02-17,Slight,Car,434133,383889
2018140275846,1,2018-02-18,Slight,Car,426359,391145
2018140276101,1,2018-02-18,Slight,Pedestrian,435308,393076
2018140276161,1,2018-02-18,Slight,Car,435764,393238
